GID_date,Site_ID,GID,GID_gg,GID_hr
77766,,,,71066
77767,,,,71065
77768,,,,71064
77769,,,,70980
77770,,,,70879
77771,,50115,,
77772,,,,71099
77773,,,,71100
77774,,,,71101
77775,,,,71102
77776,,,,71103
77777,,,,71104
77778,,,72440,
77779,,50119,,
77780,,50126,,
77781,,,,71105
77782,,,72441,
77783,,,72442,
77784,,,72443,
77785,,,72444,
50288,50130,0,0,0
78869,50130,,,
78870,,,72451,
78871,,,72450,
78872,,,72449,
78873,,,,71109
78874,,,72452,
78875,,,,71110
78876,,,72453,
78877,,,72454,
78878,,,72455,
78879,,72150,,
78880,,50132,,
78881,,72151,,
78882,,,,71111
78883,,,72460,
78884,,,72459,
78885,,,72458,
78886,,,72457,
78887,,,72464,
78888,,,72465,
78889,,,,71112
78894,,,72456,
78895,,50136,,
78896,,72154,,
78897,,50137,,
78898,,72155,,
78899,,72156,,
78900,,72157,,
78901,,72158,,
78902,,,72470,
78903,,,72471,
78904,,,72472,
78905,,,72473,
78906,,50179,,
78907,,,,71113
78908,,,,71114
78909,,,,71115
78910,,,,71116
78911,,,,71117
78912,,,,71118
78913,,,72474,
78914,,,72475,
78915,,,72476,
78916,,,72477,
78917,,,72478,
78918,,,72479,
78919,,72159,,
78920,,,72480,
78921,,,,71119
78922,,50141,,
78923,,,72481,
78924,,,72482,
78925,,,72483,
78926,,,72484,
78927,,,72485,
78928,,,72486,
78929,,,72487,
78930,,,72488,
59000,59000,0,0,0
59008,59003,0,0,0
59011,59004,0,0,0
59015,59005,0,0,0
59019,0,0,59012,0
78973,,,,71121
78974,,,72503,
78975,,59005,,
78976,,72167,,
78977,,,,71122
78978,,,72506,
78979,,,72507,
78980,,,72508,
78981,,,72509,
78982,,,72510,
78983,,,72511,
78984,,,72512,
78985,,,72513,
78986,,,72514,
78987,,,72515,
78988,,,72516,
78989,,,72517,
78990,,,72518,
78991,,72168,,
78992,,,,71124
78993,,,72520,
78994,,,72521,
78995,,,72522,
78996,,,72523,
78997,,50167,,
78998,,72169,,
78999,,,50136,
79000,,,72524,
79001,,,72525,
79002,,,72526,
79003,,,72527,
79004,,,72528,
79005,,,72529,
79006,,,72530,
79007,,,,71125
79008,,50178,,
79009,,,,71126
79010,,,72548,
79011,,,72547,
79012,,,72546,
79013,,,72541,
79014,,,72540,
79015,,,72539,
79016,,,72538,
79017,,,72537,
79018,,,72536,
79019,,,72535,
79020,,,72534,
79021,,,72533,
79022,,,72532,
79023,,,72531,
79024,,72170,,
79025,,,72545,
79026,,,72544,
79027,,,72543,
79028,,,72542,
79029,,50188,,
79030,,,72549,
79031,,,72550,
79032,,72171,,
79033,,,72551,
79034,,,72552,
79035,,,72553,
79036,,,72554,
79037,,,72555,
79038,,,72557,
79039,,,72558,
79046,,50149,,
79047,,,72561,
79048,,,72562,
79049,,,72563,
79050,,,72564,
79051,,40160,,
79052,,72174,,
79053,,40161,,
79054,,,72565,
79055,,,72566,
79056,,,72567,
79057,,,72568,
79058,,40162,,
79059,,40162,,
79060,,72175,,
79061,,,72569,
79062,,,72570,
79063,,,72571,
79064,,,72572,
79065,,,72573,
79066,,40163,,
79067,40164,,,
79070,,40164,,
79071,,,72578,
79072,,,72576,
79073,,,72577,
79074,,40165,,
79075,40166,,,
79076,,50191,,
79077,,72179,,
79078,,,,71135
79079,,,,71136
79080,,,72583,
79081,,,72584,
79082,,,72580,
79083,,,72581,
79084,,,72585,
79085,,,72586,
79086,,,72587,
79087,,,72588,
79088,,,72589,
79089,,40166,,
79090,,72177,,
79091,,72178,,
79092,,40167,,
79093,,,72591,
79094,,,72590,
79095,,40168,,
79096,,,72592,
79097,,,72593,
79098,,,72594,
79099,,,72595,
79100,,,72596,
79101,,,72597,
79102,,40170,,
79103,,,72598,
79104,,,72599,
79105,,,72600,
79106,,,72601,
79107,,40171,,
79108,,,72602,
79109,,,72603,
79110,,,72604,
79113,,40172,,
79114,,72180,,
79115,,72181,,
79117,,,72609,
79119,,,72610,
79120,,,72607,
79121,,40173,,
79122,,,72612,
79123,,40174,,
79124,40175,,,
79125,,50194,,
79126,,72183,,
79127,,72183,,
79128,,,,71144
79129,,,72616,
79130,,,72615,
79131,,,72614,
79132,,,72613,
79133,,50196,,
79134,,50201,,
79135,,72184,,
79137,,,,71145
79138,,,72620,
79139,,,72621,
79140,,,72622,
79141,,,72623,
79142,,,72624,
79143,,,72625,
79144,,,72626,
79145,,,72627,
79146,,40175,,
79147,,72186,,
79148,,72187,,
79149,,40176,,
79150,,,72628,
79151,40177,,,
79152,,40177,,
79153,,40177,,
79154,,,72629,
79155,,,72629,
79158,,,72631,
79159,,,72632,
79160,,72188,,
79161,,72189,,
79162,,72190,,
79163,40180,,,
79164,,72196,,
79166,,,,71156
79167,,,,71155
79168,,,,71154
79169,,,,71153
79170,,,72636,
79171,,,72635,
79172,,,72634,
79173,,,72633,
79175,,72198,,
79176,,,72637,
79177,,,72638,
79178,,,72642,
79179,,,72643,
79180,,,72644,
79181,,,,71157
79182,,,,71160
79183,,,,71161
79184,,,72646,
79185,,72192,,
79186,,72194,,
79187,,72195,,
79188,,,,71165
79189,,,,71164
79190,,,,71162
79191,,,,71152
79192,,,72645,
79193,,,72648,
79194,,,72649,
79195,,,,71167
79196,,,,71166
79197,,,72650,
79198,,,72651,
79199,,,72652,
79200,,40186,,
79201,,,72653,
79202,,,72654,
79203,,,,71170
79204,,40189,,
79205,,40190,,
79206,,,,71171
79207,,,,71176
79208,,,72667,
79209,,,,71172
79210,,,,71173
79211,,,,71174
79212,,,,71175
79213,,,72656,
79214,,,72657,
79215,,,72658,
79216,,,72659,
79218,,,72661,
79219,,,72662,
79220,,,72663,
79221,,,72664,
79222,,,72665,
79223,,,72666,
79224,,,72668,
79225,,40191,,
79226,,72203,,
79227,,72204,,
79228,,72206,,
79229,,72205,,
79230,,40192,,
79231,,,,71177
79232,,,,71178
79233,,,,71179
79234,,,72675,
79235,,,72674,
79236,,,72676,
79237,,72153,,
79238,,50135,,
79239,,,,71180
79240,,,72680,
79241,,,72681,
79242,,,72682,
79243,,,72679,
79244,,,72678,
79245,50228,,,
79249,,40195,,
79246,,,72685,
79247,,,72686,
79248,,,72687,
79250,40198,,,
79251,,72209,,
79252,,40198,,
79253,,,72688,
79254,,,72689,
79255,,,72690,
79257,,,72692,
79258,40201,,,
79259,40201,,,
79260,,,72693,
79261,,,72694,
79262,,,72695,
79263,,,72696,
79264,,,72697,
79265,,,72698,
79266,,,72699,
79267,,,72700,
79268,,,72701,
79269,,,72702,
79270,,40201,,
79271,,72210,,
79272,,,,71186
79273,,,,71187
79274,,,,71185
79275,,,,71188
79276,,,72704,
79277,,,72705,
79278,,,72706,
79279,,,72707,
79280,,,72708,
79281,,,72709,
79282,,40202,,
79285,,,72712,
79286,,,72713,
79287,,,,71189
79290,,40204,,
79291,,,72714,
79292,,,72715,
79293,,,,71191
79294,,,,71192
79295,40205,,,
79296,,40205,,
79297,,50131,,
79298,,50176,,
79299,,50226,,
79300,,72125,,
79301,40206,,,
79303,,72142,,
79304,,72149,,
79305,,72166,,
79306,,72207,,
79307,,72212,,
79308,,72213,,
79309,,72213,,
79310,,,72716,
79311,,,72717,
79312,,,72718,
79313,,,72719,
79314,,,72720,
79315,,,72721,
79316,,,,71195
79317,,,,71196
79318,,,,71197
79319,,,,71198
79320,40208,,,
79321,,40208,,
79322,,72217,,
79323,,72216,,
79324,,72214,,
79325,,,72722,
79326,,,72723,
79327,,,72724,
79328,,,72725,
79329,,,,71203
79330,,,,71199
79331,,,,71200
79332,,,,71201
79333,,,,71202
79334,,,72726,
79335,,,72727,
79336,,,72728,
79337,,,72729,
79338,,,,71204
79339,,,,71205
79340,,,72730,
79341,,40211,,
79342,,72219,,
79343,,,72735,
79344,,,72731,
79345,,,72732,
79346,,,72733,
79347,,,72734,
79348,,,,71206
79349,,40212,,
79350,,40213,,
79351,,,72736,
79352,,,72737,
79353,,,72738,
79354,,40214,,
79355,,,72739,
79356,40216,,,
79357,,72220,,
79358,,40216,,
79359,,72221,,
79360,,72221,,
79361,,,,71209
79362,,,,71209
79363,,,,71208
79364,,,72740,
79365,,,72740,
79366,,,72741,
79367,,,72741,
79368,,,72742,
79369,,,72743,
79370,,,72744,
79371,,,72745,
79372,,,72746,
79373,,,72747,
79374,,,72748,
79375,,,72749,
79376,,72225,,
79377,,40217,,
79378,,72222,,
79379,,72223,,
79380,,72224,,
79381,,,,71213
79382,,,,71212
79383,,,,71211
79384,,,,71210
79385,,,72751,
79386,,,72752,
79387,,,,71215
79388,40219,,,
79389,40219,,,
79390,,40219,,
79391,,72226,,
79392,,,,71214
79393,,,,71216
79394,,,,71217
79395,,,,71218
79396,,,,71219
79402,,,72754,
79403,,,72755,
79404,,,72756,
79405,,,72757,
79406,,,72758,
79407,,,72759,
79408,,,72760,
79409,,,72761,
79410,,,72762,
79411,,,72763,
79412,,,72764,
79413,,,72765,
79416,,,,71226
79417,,,,71227
79418,,,,71227
79419,,,72761,
79420,,,72754,
79421,,,72755,
79422,,,72756,
79423,,,72757,
79424,,,72758,
79425,,,72759,
79426,,,72760,
79427,,,72762,
79428,,,72763,
79429,,,72764,
79430,,,72765,
79431,,40222,,
79432,,,72767,
79441,,40227,,
79442,,72229,,
79443,,,,71238
79444,,,72770,
79445,,,72771,
79446,,,72772,
79447,,,72773,
79448,,,,71239
79449,,40228,,
79450,,,72774,
79451,,40229,,
79452,,40229,,
79453,,,,40194
79454,,,72775,
79455,,,72775,
79456,,40230,,
79457,,72230,,
79458,,,,71241
79459,,,72776,
79460,,,72777,
79461,,,72778,
79462,,,,71229
79463,72830,,,
79464,,40231,,
79465,,,,71243
79466,,,,71244
79467,,,72779,
79468,,,72780,
79469,,72231,,
79470,,72235,,
79471,,72234,,
79472,,40232,,
79473,,40232,,
79474,,72234,,
79475,,72236,,
79476,,,,40196
79477,,,,71246
79478,,,,71246
79479,,,,71247
79480,,,,71247
79481,,,,71248
79482,,,,71249
79483,,,72783,
79484,,,72783,
79485,,,72784,
79486,,,72784,
79487,,,72785,
79488,,72232,,
79489,,,,71250
79490,,,,71245
79491,,,72781,
79492,,,72782,
79493,,,72787,
79494,72831,,,
79495,,72237,,
79496,,,,71251
79497,,,72788,
79498,72832,,,
79499,,72238,,
79500,,,,71252
79502,,,72789,
79503,,,72786,
79506,,40234,,
79507,,,72791,
79508,,40235,,
79509,,,72792,
79510,,72239,,
79511,,,,71253
79512,,,72793,
79513,40236,,,
79514,,40236,,
79515,,,,71254
79516,,,72794,
79517,,,72795,
79518,,,72796,
79519,,,72797,
79520,,40237,,
79521,,,,71255
79522,,,,71256
79523,,,72798,
79524,,,72799,
79525,,,72800,
79526,,,72801,
79527,40238,,,
79528,,,,40202
79529,,,,71257
79530,,,,71258
79531,,,,71259
79532,,,,71259
79533,,,,71260
79534,,,,71260
79535,,,,71261
79536,,,,71262
79537,,,,71263
79538,,,72809,
79539,,,72810,
79540,,,72811,
79541,,72245,,
79542,,72246,,
79543,,72246,,
79544,,72247,,
79545,,72248,,
79546,,,,71271
79547,,,,71270
79548,,,,71269
79549,,,,71268
79550,,,,71268
79551,,,,71267
79552,,,,71266
79553,,,,71265
79554,,,,71264
79555,,,72812,
79556,,,72812,
79557,,,72813,
79558,,,72813,
79559,,,72814,
79560,,,72815,
79561,,,72816,
79562,,,72817,
79563,,,72818,
79564,,,72819,
79565,,,72820,
79566,,,72821,
79567,,,72822,
79568,,,72823,
79569,,,72824,
79570,72833,,,
79571,,40240,,
79572,,,72825,
79573,,72249,,
79574,,,,71272
79575,,,72826,
79576,,,72827,
79577,,,72828,
79578,,,72829,
79579,,,72830,
79580,,,72831,
79581,72834,,,
79582,,50027,,
79591,,50170,,
79592,,72259,,
79593,,,,71276
79594,,,72836,
79595,,,72837,
79596,,50225,,
79599,,40243,,
79600,,,,71277
79601,,,,71280
79602,,,72843,
79603,,,72839,
79604,,,72840,
79605,,,72841,
79606,,,72842,
79607,,,72844,
79608,,,72845,
79609,40244,,,
79610,,40244,,
79611,,72261,,
79613,,72251,,
79614,,72252,,
79615,,72263,,
79616,,72263,,
79617,,,,71288
79618,,,,71288
79619,,,,71281
79620,,,72853,
79621,,,72854,
79622,,,72855,
79623,,,72856,
79624,,,72857,
79625,,,72857,
79626,,72253,,
79627,,,72858,
79628,,,72858,
79629,,,72859,
79630,,,72859,
79631,,72254,,
79632,,40245,,
79633,,40245,,
79634,,,,71289
79635,,,,71289
79637,,,,71286
79638,,,,71285
79639,,,,71284
79640,,,,71283
79641,,,,71287
79642,,,72846,
79643,,,72847,
79644,,,72848,
79645,,,72849,
79646,,,72850,
79647,,,72851,
79648,,,72852,
79649,,,72861,
79650,72835,,,
79651,,72266,,
79652,,,,71290
79653,,,72862,
79654,,,72863,
79655,,,72864,
79656,,,72865,
79658,,72270,,
79659,,72269,,
79660,,40248,,
79661,,,,71291
79662,,,,71292
79663,,,72873,
79664,,,72869,
79665,,,72870,
79666,,,72871,
79667,,,72872,
79668,40248,,,
79669,,,,71294
79670,,,72880,
79671,,,72881,
79672,,,72882,
79673,,,72883,
79674,,,72884,
79675,,72265,,
79676,,40250,,
79677,,,72885,
79678,,,72886,
79683,,40253,,
79684,,,72887,
79685,,,,71293
79686,,,72874,
79687,,,72875,
79688,,,72877,
79689,,,72878,
79690,,,72879,
79691,,40254,,
79692,,,72891,
79693,,,72893,
79694,,72267,,
79695,,72272,,
79696,,40255,,
79697,,,,71297
79698,,,,71298
79699,,,72902,
79700,,,72903,
79701,,,72905,
79702,,,72906,
79703,,,72907,
79704,,,,71296
79705,,,72904,
79706,,,72901,
79707,,,72900,
79708,,,72899,
79709,,,72898,
79710,,,72897,
79711,,,72896,
79712,,,72895,
79713,,,72894,
79714,,,72890,
79715,,,72889,
79716,,,72888,
79717,,72273,,
79718,,40256,,
79719,,,,71299
79720,,,72908,
79721,,,72909,
79722,,,72912,
79723,,,72913,
79724,,40257,,
79725,,,,71301
79726,,,72922,
79727,,,72924,
79728,,72268,,
79729,,,,71300
79730,,,72910,
79731,,,72911,
79732,,,72914,
79733,,,72915,
79734,,,72916,
79735,,,72917,
79736,,,72918,
79737,,,72919,
79738,,,72920,
79739,,,72921,
79740,,,72923,
79741,,,72925,
79742,,,72926,
79743,,,72927,
79744,72836,,,
79745,,72274,,
79746,,,,71303
79747,,,72928,
79748,,,72929,
79749,,,72930,
79750,,40258,,
79751,,,,71304
79752,,,72931,
79753,,,72934,
79754,,,72933,
79755,,,72932,
79756,,40259,,
79757,,40260,,
79759,,,72936,
79760,,40261,,
79761,,72277,,
79762,,72276,,
79763,,72275,,
79764,,,,71305
79765,,,,71306
79766,,,,71307
79767,,,,71308
79768,,,72937,
79769,,,72938,
79770,,,72939,
79771,,,72940,
79772,,72279,,
79773,,40262,,
79774,,,,71310
79775,,,72941,
79776,,,72942,
79777,,,72943,
79778,,,72944,
79779,,40263,,
79780,,,72945,
79781,,,72946,
79782,,,72947,
79783,,,72948,
79784,,72280,,
79785,,,,71313
