GID_date,Period_number,Period,Sub_period,Start_date,End_date,Confidence_in_date
82811,9,Iron Age,Middle Iron Age,-400,-101,Y
82812,9,Iron Age,Middle Iron Age,-400,-101,Y
82813,9,Iron Age,Middle Iron Age,-400,-101,Y
82814,9,Iron Age,Middle Iron Age,-400,-101,Y
82815,9,Iron Age,Middle Iron Age,-400,-101,Y
82816,9,Iron Age,Middle Iron Age,-400,-101,Y
82817,9,Iron Age,Middle Iron Age,-400,-101,Y
82818,9,Iron Age,Middle Iron Age,-400,-101,Y
82819,9,Iron Age,Middle Iron Age,-400,-101,Y
82820,9,Iron Age,Middle Iron Age,-400,-101,Y
82821,9,Iron Age,Middle Iron Age,-400,-101,Y
82822,9,Iron Age,Middle Iron Age,-400,-101,Y
82823,9,Iron Age,Middle Iron Age,-400,-101,Y
82824,9,Iron Age,Middle Iron Age,-400,-101,Y
82825,9,Iron Age,Middle Iron Age,-400,-101,Y
82826,9,Iron Age,Middle Iron Age,-400,-101,Y
82827,9,Iron Age,Middle Iron Age,-400,-101,Y
82828,9,Iron Age,Middle Iron Age,-400,-101,Y
82829,9,Iron Age,Middle Iron Age,-400,-101,Y
82830,9,Iron Age,Middle Iron Age,-400,-101,Y
82831,9,Iron Age,Middle Iron Age,-400,-101,Y
82832,9,Iron Age,Middle Iron Age,-400,-101,Y
82833,9,Iron Age,Middle Iron Age,-400,-101,Y
82834,9,Iron Age,Middle Iron Age,-400,-101,Y
82835,9,Iron Age,Middle Iron Age,-400,-101,Y
82836,9,Iron Age,Middle Iron Age,-400,-101,Y
82837,9,Iron Age,Middle Iron Age,-400,-101,Y
82838,9,Iron Age,Middle Iron Age,-400,-101,Y
82839,9,Iron Age,Middle Iron Age,-400,-101,Y
82840,9,Iron Age,Middle Iron Age,-400,-101,Y
82841,9,Iron Age,Middle Iron Age,-400,-101,Y
82842,9,Iron Age,Middle Iron Age,-400,-101,Y
82843,9,Iron Age,Middle Iron Age,-400,-101,Y
82844,9,Iron Age,Middle Iron Age,-400,-101,Y
82845,9,Iron Age,Middle Iron Age,-400,-101,Y
82846,9,Iron Age,Middle Iron Age,-400,-101,Y
82847,9,Iron Age,Middle Iron Age,-400,-101,Y
82848,9,Iron Age,Middle Iron Age,-400,-101,Y
82849,9,Iron Age,Middle Iron Age,-400,-101,Y
82850,9,Iron Age,Middle Iron Age,-400,-101,Y
82851,9,Iron Age,Middle Iron Age,-400,-101,Y
82852,9,Iron Age,Middle Iron Age,-400,-101,Y
82853,9,Iron Age,Middle Iron Age,-400,-101,Y
82854,9,Iron Age,Middle Iron Age,-400,-101,Y
82855,9,Iron Age,Middle Iron Age,-400,-101,Y
82856,9,Iron Age,Middle Iron Age,-400,-101,Y
82857,9,Iron Age,Middle Iron Age,-400,-101,Y
82858,9,Iron Age,Middle Iron Age,-400,-101,Y
82859,9,Iron Age,Middle Iron Age,-400,-101,Y
82860,9,Iron Age,Middle Iron Age,-400,-101,Y
82861,9,Iron Age,Middle Iron Age,-400,-101,Y
82862,9,Iron Age,Middle Iron Age,-400,-101,Y
82863,9,Iron Age,Middle Iron Age,-400,-101,Y
82864,9,Iron Age,Middle Iron Age,-400,-101,Y
82865,9,Iron Age,Middle Iron Age,-400,-101,Y
82866,9,Iron Age,Middle Iron Age,-400,-101,Y
82867,9,Iron Age,Middle Iron Age,-400,-101,Y
82868,9,Iron Age,Middle Iron Age,-400,-101,Y
82869,9,Iron Age,Middle Iron Age,-400,-101,Y
82870,9,Iron Age,Middle Iron Age,-400,-101,Y
82871,9,Iron Age,Middle Iron Age,-400,-101,Y
82872,9,Iron Age,Middle Iron Age,-400,-101,Y
82873,9,Iron Age,Middle Iron Age,-400,-101,Y
82874,9,Iron Age,Middle Iron Age,-400,-101,Y
82875,9,Iron Age,Middle Iron Age,-400,-101,Y
82876,9,Iron Age,Middle Iron Age,-400,-101,Y
82877,9,Iron Age,Middle Iron Age,-400,-101,Y
82878,9,Iron Age,Middle Iron Age,-400,-101,Y
82879,9,Iron Age,Middle Iron Age,-400,-101,Y
82880,9,Iron Age,Middle Iron Age,-400,-101,Y
82881,9,Iron Age,Middle Iron Age,-400,-101,Y
82882,9,Iron Age,Middle Iron Age,-400,-101,Y
82883,9,Iron Age,Middle Iron Age,-400,-101,Y
82884,9,Iron Age,Middle Iron Age,-400,-101,Y
82885,9,Iron Age,Middle Iron Age,-400,-101,Y
82886,9,Iron Age,Middle Iron Age,-400,-101,Y
82887,9,Iron Age,Middle Iron Age,-400,-101,Y
82888,9,Iron Age,Middle Iron Age,-400,-101,Y
82889,9,Iron Age,Middle Iron Age,-400,-101,Y
82890,9,Iron Age,Middle Iron Age,-400,-101,Y
82891,9,Iron Age,Middle Iron Age,-400,-101,Y
82892,9,Iron Age,Middle Iron Age,-400,-101,Y
82893,9,Iron Age,Middle Iron Age,-400,-101,Y
82894,9,Iron Age,Middle Iron Age,-400,-101,Y
82895,9,Iron Age,Middle Iron Age,-400,-101,Y
82896,9,Iron Age,Middle Iron Age,-400,-101,Y
82897,9,Iron Age,Middle Iron Age,-400,-101,Y
82898,9,Iron Age,Middle Iron Age,-400,-101,Y
82899,9,Iron Age,Middle Iron Age,-400,-101,Y
82900,9,Iron Age,Middle Iron Age,-400,-101,Y
82901,9,Iron Age,Middle Iron Age,-400,-101,Y
82902,9,Iron Age,Middle Iron Age,-400,-101,Y
82903,9,Iron Age,Middle Iron Age,-400,-101,Y
82904,9,Iron Age,Middle Iron Age,-400,-101,Y
82905,9,Iron Age,Middle Iron Age,-400,-101,Y
82906,9,Iron Age,Middle Iron Age,-400,-101,Y
82907,9,Iron Age,Middle Iron Age,-400,-101,Y
82908,9,Iron Age,Middle Iron Age,-400,-101,Y
82909,9,Iron Age,Middle Iron Age,-400,-101,Y
82910,9,Iron Age,Middle Iron Age,-400,-101,Y
82911,9,Iron Age,Middle Iron Age,-400,-101,Y
82912,9,Iron Age,Middle Iron Age,-400,-101,Y
82913,9,Iron Age,Middle Iron Age,-400,-101,Y
82914,9,Iron Age,Middle Iron Age,-400,-101,Y
82915,9,Iron Age,Middle Iron Age,-400,-101,Y
82916,9,Iron Age,Middle Iron Age,-400,-101,Y
82917,9,Iron Age,Middle Iron Age,-400,-101,Y
82918,9,Iron Age,Middle Iron Age,-400,-101,Y
82919,9,Iron Age,Middle Iron Age,-400,-101,Y
82920,9,Iron Age,Middle Iron Age,-400,-101,Y
82921,9,Iron Age,Middle Iron Age,-400,-101,Y
82922,9,Iron Age,Middle Iron Age,-400,-101,Y
82923,9,Iron Age,Middle Iron Age,-400,-101,Y
82924,9,Iron Age,Middle Iron Age,-400,-101,Y
82925,9,Iron Age,Middle Iron Age,-400,-101,Y
82926,9,Iron Age,Middle Iron Age,-400,-101,Y
82927,9,Iron Age,Middle Iron Age,-400,-101,Y
82928,9,Iron Age,Middle Iron Age,-400,-101,Y
82929,9,Iron Age,Middle Iron Age,-400,-101,Y
82930,9,Iron Age,Middle Iron Age,-400,-101,Y
82931,9,Iron Age,Middle Iron Age,-400,-101,Y
82932,9,Iron Age,Middle Iron Age,-400,-101,Y
82933,9,Iron Age,Middle Iron Age,-400,-101,Y
82934,9,Iron Age,Middle Iron Age,-400,-101,Y
82935,9,Iron Age,Middle Iron Age,-400,-101,Y
82936,9,Iron Age,Middle Iron Age,-400,-101,Y
82937,9,Iron Age,Middle Iron Age,-400,-101,Y
82938,9,Iron Age,Middle Iron Age,-400,-101,Y
82939,9,Iron Age,Middle Iron Age,-400,-101,Y
82940,9,Iron Age,Middle Iron Age,-400,-101,Y
82941,9,Iron Age,Middle Iron Age,-400,-101,Y
82942,9,Iron Age,Middle Iron Age,-400,-101,Y
82943,9,Iron Age,Middle Iron Age,-400,-101,Y
82944,9,Iron Age,Middle Iron Age,-400,-101,Y
82945,9,Iron Age,Middle Iron Age,-400,-101,Y
82946,9,Iron Age,Middle Iron Age,-400,-101,Y
82947,9,Iron Age,Middle Iron Age,-400,-101,Y
82948,9,Iron Age,Middle Iron Age,-400,-101,Y
82949,9,Iron Age,Middle Iron Age,-400,-101,Y
82950,9,Iron Age,Middle Iron Age,-400,-101,Y
82951,9,Iron Age,Middle Iron Age,-400,-101,Y
82952,9,Iron Age,Middle Iron Age,-400,-101,Y
82953,9,Iron Age,Middle Iron Age,-400,-101,Y
82954,9,Iron Age,Middle Iron Age,-400,-101,Y
82955,9,Iron Age,Middle Iron Age,-400,-101,Y
82956,9,Iron Age,Middle Iron Age,-400,-101,Y
82957,9,Iron Age,Middle Iron Age,-400,-101,Y
82958,9,Iron Age,Middle Iron Age,-400,-101,Y
82959,9,Iron Age,Middle Iron Age,-400,-101,Y
82960,9,Iron Age,Middle Iron Age,-400,-101,Y
82961,9,Iron Age,Middle Iron Age,-400,-101,Y
82962,9,Iron Age,Middle Iron Age,-400,-101,Y
82963,9,Iron Age,Middle Iron Age,-400,-101,Y
82964,9,Iron Age,Middle Iron Age,-400,-101,Y
82965,9,Iron Age,Middle Iron Age,-400,-101,Y
82966,9,Iron Age,Middle Iron Age,-400,-101,Y
82967,9,Iron Age,Middle Iron Age,-400,-101,Y
82968,9,Iron Age,Middle Iron Age,-400,-101,Y
82969,9,Iron Age,Middle Iron Age,-400,-101,Y
82970,9,Iron Age,Middle Iron Age,-400,-101,Y
82971,9,Iron Age,Middle Iron Age,-400,-101,Y
82972,9,Iron Age,Middle Iron Age,-400,-101,Y
82973,9,Iron Age,Middle Iron Age,-400,-101,Y
82974,9,Iron Age,Middle Iron Age,-400,-101,Y
82975,9,Iron Age,Middle Iron Age,-400,-101,Y
82976,9,Iron Age,Middle Iron Age,-400,-101,Y
82977,9,Iron Age,Middle Iron Age,-400,-101,Y
82978,9,Iron Age,Middle Iron Age,-400,-101,Y
82980,9,Iron Age,Middle Iron Age,-400,-101,Y
82981,9,Iron Age,Middle Iron Age,-400,-101,Y
82982,9,Iron Age,Middle Iron Age,-400,-101,Y
82983,9,Iron Age,Middle Iron Age,-400,-101,Y
82984,9,Iron Age,Middle Iron Age,-400,-101,Y
82985,9,Iron Age,Middle Iron Age,-400,-101,Y
82986,9,Iron Age,Middle Iron Age,-400,-101,Y
82987,9,Iron Age,Middle Iron Age,-400,-101,Y
82988,9,Iron Age,Middle Iron Age,-400,-101,Y
82989,9,Iron Age,Middle Iron Age,-400,-101,Y
82991,9,Iron Age,Middle Iron Age,-400,-101,Y
82992,9,Iron Age,Middle Iron Age,-400,-101,Y
82993,9,Iron Age,Middle Iron Age,-400,-101,Y
82994,9,Iron Age,Middle Iron Age,-400,-101,Y
82995,9,Iron Age,Middle Iron Age,-400,-101,Y
82996,9,Iron Age,Middle Iron Age,-400,-101,Y
82997,9,Iron Age,Middle Iron Age,-400,-101,Y
82998,9,Iron Age,Middle Iron Age,-400,-101,Y
82999,9,Iron Age,Middle Iron Age,-400,-101,Y
83000,9,Iron Age,Middle Iron Age,-400,-101,Y
83001,9,Iron Age,Middle Iron Age,-400,-101,Y
83002,9,Iron Age,Middle Iron Age,-400,-101,Y
83003,9,Iron Age,Middle Iron Age,-400,-101,Y
83004,9,Iron Age,Middle Iron Age,-400,-101,Y
83005,9,Iron Age,Middle Iron Age,-400,-101,Y
83008,9,Iron Age,Middle Iron Age,-400,-101,Y
83009,9,Iron Age,Middle Iron Age,-400,-101,Y
83010,9,Iron Age,Middle Iron Age,-400,-101,Y
83011,9,Iron Age,Middle Iron Age,-400,-101,Y
83012,9,Iron Age,Middle Iron Age,-400,-101,Y
83013,9,Iron Age,Middle Iron Age,-400,-101,Y
83014,9,Iron Age,Middle Iron Age,-400,-101,Y
83015,9,Iron Age,Middle Iron Age,-400,-101,Y
83016,9,Iron Age,Middle Iron Age,-400,-101,Y
83017,9,Iron Age,Middle Iron Age,-400,-101,Y
83018,9,Iron Age,Middle Iron Age,-400,-101,Y
83019,9,Iron Age,Middle Iron Age,-400,-101,Y
83020,9,Iron Age,Middle Iron Age,-400,-101,Y
83021,9,Iron Age,Middle Iron Age,-400,-101,Y
83022,9,Iron Age,Middle Iron Age,-400,-101,Y
83023,9,Iron Age,Middle Iron Age,-400,-101,Y
83024,9,Iron Age,Middle Iron Age,-400,-101,Y
83025,9,Iron Age,Middle Iron Age,-400,-101,Y
83026,9,Iron Age,Middle Iron Age,-400,-101,Y
83027,9,Iron Age,Middle Iron Age,-400,-101,Y
83028,9,Iron Age,Middle Iron Age,-400,-101,Y
83029,9,Iron Age,Middle Iron Age,-400,-101,Y
83030,9,Iron Age,Middle Iron Age,-400,-101,Y
83031,9,Iron Age,Middle Iron Age,-400,-101,Y
83032,9,Iron Age,Middle Iron Age,-400,-101,Y
83033,9,Iron Age,Middle Iron Age,-400,-101,Y
83034,9,Iron Age,Middle Iron Age,-400,-101,Y
83035,9,Iron Age,Middle Iron Age,-400,-101,Y
83036,9,Iron Age,Middle Iron Age,-400,-101,Y
83037,9,Iron Age,Middle Iron Age,-400,-101,Y
83038,9,Iron Age,Middle Iron Age,-400,-101,Y
83039,9,Iron Age,Middle Iron Age,-400,-101,Y
83040,9,Iron Age,Middle Iron Age,-400,-101,Y
83041,9,Iron Age,Middle Iron Age,-400,-101,Y
83042,9,Iron Age,Middle Iron Age,-400,-101,Y
83043,9,Iron Age,Middle Iron Age,-400,-101,Y
83044,9,Iron Age,Middle Iron Age,-400,-101,Y
83045,9,Iron Age,Middle Iron Age,-400,-101,Y
83046,9,Iron Age,Middle Iron Age,-400,-101,Y
83047,9,Iron Age,Middle Iron Age,-400,-101,Y
83048,9,Iron Age,Middle Iron Age,-400,-101,Y
83049,9,Iron Age,Middle Iron Age,-400,-101,Y
83050,9,Iron Age,Middle Iron Age,-400,-101,Y
83051,9,Iron Age,Middle Iron Age,-400,-101,Y
83052,9,Iron Age,Middle Iron Age,-400,-101,Y
83053,9,Iron Age,Middle Iron Age,-400,-101,Y
83054,9,Iron Age,Middle Iron Age,-400,-101,Y
83055,9,Iron Age,Middle Iron Age,-400,-101,Y
83056,9,Iron Age,Middle Iron Age,-400,-101,Y
83057,9,Iron Age,Middle Iron Age,-400,-101,Y
83058,9,Iron Age,Middle Iron Age,-400,-101,Y
83059,9,Iron Age,Middle Iron Age,-400,-101,Y
83060,9,Iron Age,Middle Iron Age,-400,-101,Y
83061,9,Iron Age,Middle Iron Age,-400,-101,Y
83062,9,Iron Age,Middle Iron Age,-400,-101,Y
83063,9,Iron Age,Middle Iron Age,-400,-101,Y
83064,9,Iron Age,Middle Iron Age,-400,-101,Y
83065,9,Iron Age,Middle Iron Age,-400,-101,Y
83066,9,Iron Age,Middle Iron Age,-400,-101,Y
83067,9,Iron Age,Middle Iron Age,-400,-101,Y
83068,9,Iron Age,Middle Iron Age,-400,-101,Y
83069,9,Iron Age,Middle Iron Age,-400,-101,Y
83070,9,Iron Age,Middle Iron Age,-400,-101,Y
83071,9,Iron Age,Middle Iron Age,-400,-101,Y
83072,9,Iron Age,Middle Iron Age,-400,-101,Y
83073,9,Iron Age,Middle Iron Age,-400,-101,Y
83074,9,Iron Age,Middle Iron Age,-400,-101,Y
83075,9,Iron Age,Middle Iron Age,-400,-101,Y
83076,9,Iron Age,Middle Iron Age,-400,-101,Y
83077,9,Iron Age,Middle Iron Age,-400,-101,Y
83078,9,Iron Age,Middle Iron Age,-400,-101,Y
83079,9,Iron Age,Middle Iron Age,-400,-101,Y
83080,9,Iron Age,Middle Iron Age,-400,-101,Y
83081,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
83082,13,Bronze Age,n/a,-2450,-801,Y
83083,14,Iron Age,n/a,-800,42,N
83084,14,Iron Age,n/a,-800,42,N
83085,5,Bronze Age,Early Bronze Age,-2130,-1710,Y
83086,5,Bronze Age,Early Bronze Age,-2130,-1710,Y
83091,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83092,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83093,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
83094,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
83095,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
83096,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
83097,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
83098,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83099,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83100,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83101,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83102,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83103,5,Bronze Age,Early Bronze Age,-2200,-1801,Y
83104,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83105,5,Bronze Age,Early Bronze Age,-2200,-1801,Y
83106,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83107,5,Bronze Age,Early Bronze Age,-2200,-1801,Y
83108,5,Bronze Age,Early Bronze Age,-2200,-1801,Y
83109,5,Bronze Age,Early Bronze Age,-2200,-1801,Y
83110,5,Bronze Age,Early Bronze Age,-2200,-1801,Y
83111,5,Bronze Age,Early Bronze Age,-2200,-1801,Y
83112,5,Bronze Age,Early Bronze Age,-2200,-1801,Y
83113,5,Bronze Age,Early Bronze Age,-2200,-1801,Y
83114,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
83115,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
83116,5,Bronze Age,Early Bronze Age,-1750,-1501,Y
83117,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
83118,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
83119,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
83120,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
83121,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
83122,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
83123,5,Bronze Age,Early Bronze Age,-1750,-1501,Y
83124,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
83125,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
83126,5,Bronze Age,Early Bronze Age,-1750,-1501,Y
83127,5,Bronze Age,Early Bronze Age,-1750,-1501,Y
83128,5,Bronze Age,Early Bronze Age,-1750,-1501,Y
83129,5,Bronze Age,Early Bronze Age,-1750,-1501,Y
83130,13,Bronze Age,n/a,-2450,-1601,Y
83131,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83132,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83133,6,Bronze Age,Middle Bronze Age,-1540,-1360,Y
83134,6,Bronze Age,Middle Bronze Age,-1540,-1360,Y
83135,6,Bronze Age,Middle Bronze Age,-1540,-1360,Y
83136,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83137,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83138,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83139,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83140,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83141,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83142,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83143,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83144,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83145,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83146,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83147,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83148,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83149,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83150,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83151,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83152,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83153,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83154,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83155,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83156,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83157,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83158,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83159,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83160,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83161,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83162,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83163,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83164,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83165,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83166,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83167,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83168,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83169,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83170,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83171,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83172,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83173,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83174,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83175,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83176,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83177,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83178,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83179,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83180,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83181,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83182,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83183,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83184,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83185,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83186,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83187,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83188,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83189,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83191,13,Bronze Age,n/a,-2450,-801,Y
83192,13,Bronze Age,n/a,-2450,-801,Y
83193,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83194,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83195,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83196,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83197,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83198,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83199,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83200,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83201,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83202,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83203,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83204,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83205,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83206,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83207,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83208,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83209,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83210,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83211,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83212,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83213,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83214,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83215,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83216,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83217,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83218,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83219,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83220,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83221,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83222,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83223,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83224,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83225,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83226,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83227,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83228,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83229,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83230,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83231,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83232,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83233,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83234,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83235,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83236,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83237,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83238,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83239,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83240,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83241,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83242,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83243,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83244,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83245,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83246,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83247,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83248,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83249,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83250,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83251,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83252,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83253,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83254,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83255,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83256,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83257,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83258,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83259,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83260,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83261,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83262,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83263,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83264,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83265,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
83266,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83267,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83268,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83269,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83271,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83272,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83273,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83274,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83275,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83276,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
83277,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
